queue,timestamp,num
process:5g,Fri Sep 15 00:16:02 2017,2
,Fri Sep 15 00:16:12 2017,
,Fri Sep 15 00:16:22 2017,
,Fri Sep 15 00:16:32 2017,
process:5g,Fri Sep 15 00:16:43 2017,2
,Fri Sep 15 00:16:53 2017,
process:5g,Fri Sep 15 00:17:03 2017,2
,Fri Sep 15 00:17:13 2017,
process:5g,Fri Sep 15 00:17:23 2017,2
,Fri Sep 15 00:17:33 2017,
process:5g,Fri Sep 15 00:17:43 2017,2
,Fri Sep 15 00:17:53 2017,
,Fri Sep 15 00:18:03 2017,
,Fri Sep 15 00:18:14 2017,
,Fri Sep 15 00:18:24 2017,
,Fri Sep 15 00:18:34 2017,
,Fri Sep 15 00:18:44 2017,
,Fri Sep 15 00:18:54 2017,
,Fri Sep 15 00:19:04 2017,
,Fri Sep 15 00:19:14 2017,
,Fri Sep 15 00:19:24 2017,
,Fri Sep 15 00:19:34 2017,
,Fri Sep 15 00:19:44 2017,
,Fri Sep 15 00:19:54 2017,
process:5g,Fri Sep 15 00:20:04 2017,2
,Fri Sep 15 00:20:15 2017,
process:5g,Fri Sep 15 00:20:25 2017,2
,Fri Sep 15 00:20:35 2017,
,Fri Sep 15 00:20:45 2017,
,Fri Sep 15 00:20:55 2017,
,Fri Sep 15 00:21:05 2017,
,Fri Sep 15 00:21:15 2017,
,Fri Sep 15 00:21:25 2017,
,Fri Sep 15 00:21:35 2017,
process:5g,Fri Sep 15 00:21:45 2017,2
,Fri Sep 15 00:21:55 2017,
,Fri Sep 15 00:22:05 2017,
,Fri Sep 15 00:22:15 2017,
,Fri Sep 15 00:22:26 2017,
,Fri Sep 15 00:22:36 2017,
,Fri Sep 15 00:22:46 2017,
,Fri Sep 15 00:22:56 2017,
,Fri Sep 15 00:23:06 2017,
,Fri Sep 15 00:23:16 2017,
,Fri Sep 15 00:23:26 2017,
,Fri Sep 15 00:23:36 2017,
,Fri Sep 15 00:23:46 2017,
,Fri Sep 15 00:23:56 2017,
,Fri Sep 15 00:24:06 2017,
,Fri Sep 15 00:24:16 2017,
,Fri Sep 15 00:24:26 2017,
,Fri Sep 15 00:24:36 2017,
,Fri Sep 15 00:24:47 2017,
,Fri Sep 15 00:24:57 2017,
,Fri Sep 15 00:25:07 2017,
,Fri Sep 15 00:25:17 2017,
,Fri Sep 15 00:25:27 2017,
,Fri Sep 15 00:25:37 2017,
process:5g,Fri Sep 15 00:25:47 2017,2
,Fri Sep 15 00:25:57 2017,
,Fri Sep 15 00:26:07 2017,
,Fri Sep 15 00:26:17 2017,
,Fri Sep 15 00:26:27 2017,
,Fri Sep 15 00:26:37 2017,
,Fri Sep 15 00:26:47 2017,
,Fri Sep 15 00:26:58 2017,
,Fri Sep 15 00:27:08 2017,
,Fri Sep 15 00:27:18 2017,
,Fri Sep 15 00:27:28 2017,
,Fri Sep 15 00:27:38 2017,
,Fri Sep 15 00:27:48 2017,
,Fri Sep 15 00:27:58 2017,
,Fri Sep 15 00:28:08 2017,
,Fri Sep 15 00:28:18 2017,
,Fri Sep 15 00:28:28 2017,
,Fri Sep 15 00:28:38 2017,
,Fri Sep 15 00:28:48 2017,
,Fri Sep 15 00:28:58 2017,
,Fri Sep 15 00:29:08 2017,
,Fri Sep 15 00:29:18 2017,
,Fri Sep 15 00:29:29 2017,
,Fri Sep 15 00:29:39 2017,
,Fri Sep 15 00:29:49 2017,
,Fri Sep 15 00:29:59 2017,
,Fri Sep 15 00:30:09 2017,
,Fri Sep 15 00:30:19 2017,
,Fri Sep 15 00:30:29 2017,
,Fri Sep 15 00:30:39 2017,
,Fri Sep 15 00:30:49 2017,
,Fri Sep 15 00:30:59 2017,
,Fri Sep 15 00:31:09 2017,
,Fri Sep 15 00:31:19 2017,
,Fri Sep 15 00:31:29 2017,
,Fri Sep 15 00:31:39 2017,
,Fri Sep 15 00:31:49 2017,
,Fri Sep 15 00:32:00 2017,
,Fri Sep 15 00:32:10 2017,
,Fri Sep 15 00:32:20 2017,
,Fri Sep 15 00:32:30 2017,
process:5g,Fri Sep 15 00:32:40 2017,2
process:5g,Fri Sep 15 00:32:50 2017,2
,Fri Sep 15 00:33:00 2017,
process:5g,Fri Sep 15 00:33:10 2017,2
,Fri Sep 15 00:33:20 2017,
,Fri Sep 15 00:33:30 2017,
,Fri Sep 15 00:33:41 2017,
process:5g,Fri Sep 15 00:33:51 2017,2
,Fri Sep 15 00:34:01 2017,
,Fri Sep 15 00:34:11 2017,
,Fri Sep 15 00:34:21 2017,
,Fri Sep 15 00:34:31 2017,
process:5g,Fri Sep 15 00:34:41 2017,2
,Fri Sep 15 00:34:51 2017,
,Fri Sep 15 00:35:01 2017,
,Fri Sep 15 00:35:11 2017,
,Fri Sep 15 00:35:22 2017,
,Fri Sep 15 00:35:32 2017,
